OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
10644,Juniper,Wildfire Daily Fire Perimeter,Mixed Methods,0.1,2021/06/04 21:42:52+00,2021/06/04 21:42:52+00,2021/05/08 15:00:00+00,0.0878739553449243,{9B85EB92-1B74-41BB-B627-98EB038EA44B},FFP,,CERTIFIED,,2021/05/09 05:18:25+00,2021/05/09 05:18:51+00,0.1,0.1,AKMSSC,,,,2021/06/04 21:42:50+00,Minimal,,,,Human,Incendiary,,,,2021/05/08 23:24:12+00,Type 5 Incident,2021/05/11 00:15:11+00,,,,,,,AICC,,,,,,Juniper,,WF,FI,61.54078,-149.03336,,,{C694A584-7729-4D7F-ACA6-0608C0A86C5E},,0,,,0,,,101057,,,,Matanuska-Susitna,AKMSSC,02170,PRI,AKPRI,,Private,Private,,,,,,,AK13,DVF,AKMSS,US-AK,,,Brush (2 feet),,,2021-AKMSS-101057,No Decision,ifm,INFORM_Inspector,0,,,,IRWIN,,2021/06/04 21:42:50+00,2021/05/08 23:50:50+00,{0872BEAB-9D14-4F22-AF7B-9D33864AD169},0.00134223577233741,-5.99984649075573e-08
10645,Date,Wildfire Daily Fire Perimeter,Auto-generated,1,2021/05/17 22:00:09+00,2021/05/17 22:00:09+00,2021/02/16 03:49:00+00,0.446612059893828,{0DE3C65E-FE0C-431A-BB74-78ED35F33967},FFP,,CERTIFIED,,2021/02/16 23:00:00+00,2021/02/19 22:56:00+00,0.25,1,AZPDC,,,,2021/05/17 22:00:07+00,,,,,Undetermined,Undetermined,,NT23,,2021/02/15 21:49:00+00,,2021/02/19 22:57:00+00,,,,,PD,1522,SWCC,,,,,,Date,,WF,FI,32.82824,-114.4516,,2021/02/15 21:58:00+00,{30CA0780-2222-48FF-A047-51E66FD0F421},,0,1,0,0,1,,000101,,,,Yuma,AZPDC,04027,BIA,AZFYA,,BIA,Federal,,,,,,,SW03,BLM,AZCRD,US-AZ,Brush,SH4,,,,2021-AZCRD-000101,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 22:00:07+00,2021/02/15 22:56:56+00,{DF0B4470-4A89-4261-8D3A-8BAC0E01EBAE},0.00239161311109466,-1.73882283834014e-07
10646,Savanna Unit FY2021,Prescribed Fire,Mixed Methods,11.779559297136,2021/05/04 22:57:14+00,2021/05/11 12:25:04+00,2021/04/27 10:38:51+00,11.7795601605244,{FF6B469C-B91F-4734-B346-DB2FF3F2C988},2021 NIFS,,CERTIFIED,,,,12,12,NCNCC,,,,,,,,,,,,,,2021/04/22 16:45:54+00,,2021/04/24 20:16:00+00,,,,,,,SACC,,,,,,Savanna FY2021,,RX,FI,,,,,{FC70B3C7-4F98-4FBD-A761-474414F8B766},,0,,,,,,NCMOP21002,,,,Pender,NCNCC,37141,NPS,NCMOP,,NPS,Federal,,,,,,,SA34,NPS,NCMOP,US-NC,Grass-Shrub,GS3,,,,2021-NCMOP-NCMOP21002,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/10/19 11:56:19+00,2021/05/11 12:16:09+00,{EF0BA520-8553-40D1-BA39-9DF2C48EB0B0},0.00919969720154057,-4.6767902793386e-06
10647,North/East FY2021,Prescribed Fire,Mixed Methods,8.53618715518574,2021/05/04 22:57:14+00,2021/05/11 12:25:35+00,2021/04/27 10:38:18+00,8.53618578538643,{FE33362F-6C91-43CE-A31F-7DEB476A7F70},2021 NIFS,,CERTIFIED,,,,8,8,NCNCC,,,,,,,,,,,,,,2021/04/22 14:47:33+00,,2021/04/24 22:09:00+00,,,,,,,SACC,,,,,,East FY2021,,RX,FI,,,,,{CB05CFB0-8ED9-49C9-8CD3-BBAA1C49A7BB},,0,,,,,,NCMOP21001,,,,Pender,NCNCC,37141,NPS,NCMOP,,NPS,Federal,,,,,,,SA34,NPS,NCMOP,US-NC,Timber,TL6,,,,2021-NCMOP-NCMOP21001,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/10/19 11:56:15+00,2021/05/11 12:08:30+00,{FC678EBE-021E-4959-8E3B-9B99FB555A9E},0.00827733238805403,-3.38909446529137e-06
10648,Dill Branch FY21,Prescribed Fire,Mixed Methods,160.51408625,2021/11/03 15:55:56+00,2021/11/03 15:55:56+00,2021/05/10 13:19:02+00,160.514086246158,{FF589C36-6E3B-488B-95CA-D31AFA22BEA0},FFP,,CERTIFIED,160.51,,,220,1,TNTNC,,,,2021/11/03 15:55:42+00,,,,,Human,Debris/Open Burning,Broadcast/Prescribed Burn,,,2021/03/11 16:00:04+00,,2021/03/30 17:00:00+00,,,,,,,SACC,,,,,,RX - Dill Branch,,RX,FI,35.14605,-88.32549,220,2021/03/11 17:00:00+00,{A0D3178C-28E4-4103-8941-17FC0E5CB50A},,0,0,0,0,0,,000061,,,,Hardin,TNTNC,47071,NPS,TNSHP,,NPS,Federal,,,,,,,SA24,NPS,TNSHP,US-TN,Timber,TL6,,,,2021-TNSHP-000061,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/11/03 15:55:46+00,2021/03/14 22:40:32+00,{F5FA9220-5C43-466A-8006-A6CDA79DD013},0.0434767982393909,-6.42529375512576e-05
10649,Van Lynn,Wildfire Daily Fire Perimeter,Phone/Tablet,1,2021/05/11 14:16:19+00,2021/05/27 18:27:14+00,2021/04/23 04:45:26+00,0.730356605393894,{EF9AC2CE-A248-4E9C-9F7B-0BB1F99C3EB3},2021 NIFS,,DEFAULT,0.73,,2021/04/23 00:30:00+00,0.7,1,MNMNCC,,,,,,,,,Human,Debris/Open Burning,,,,2021/04/22 23:45:26+00,,2021/04/23 15:00:00+00,,,,,,,EACC,,,,,,Van Lynn,,WF,FI,,,,2021/04/23 00:04:59+00,{4DAC0899-CCE5-42E9-8107-AEC00B39D974},0,0,,,,,,261003,,,,Koochiching,MNMNCC,27071,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass,GR6,,,,2021-MNMNS-261003,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/05/27 18:27:15+00,2021/05/11 14:16:13+00,{ABB83CEB-F30F-4343-BD38-948C3B375F56},0.00332405072203208,-3.60145372080085e-07
10650,Macdulla,Wildfire Daily Fire Perimeter,Mixed Methods,0.34,2021/05/10 22:07:36+00,2021/05/11 14:45:51+00,2021/05/10 08:00:00+00,0.337600452524104,{798EF122-E60D-4262-89B2-535EE6414EDB},2021 NIFS,,DEFAULT,,2021/05/10 22:11:00+00,2021/05/10 22:11:00+00,0.75,0.1,AZADC,,,,,,,,,Human,,,N0LJ,,2021/05/10 19:38:00+00,,2021/05/10 22:11:00+00,,,,,PN,1522,SWCC,,,,,,MACDULLA,,WF,FI,32.40764,-109.9191,0.75,,{28853B38-CB6B-4741-ADD0-28B43B98D5D4},,0,0,0,0,0,,000570,,,,Cochise,AZTDC,04003,,,,Private,Private,,,,,,,SW06S,SF,AZA3S,US-AZ,,,,,,2021-AZA3S-000570,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/05/23 15:13:13+00,2021/05/10 22:55:24+00,{BD68CB5B-2BAE-40F3-8E98-16034FCE9B87},0.00183810833412303,-1.30964125510353e-07
10651,Maple Fire,Wildfire Daily Fire Perimeter,Hand Sketch,10.2,2021/05/11 15:12:44+00,2021/05/11 15:12:44+00,2021/05/03 02:15:00+00,10.3360508716393,{485DD30F-CC92-475F-9255-3FB8474BF830},FFP,,CERTIFIED,,2021/05/02 21:40:00+00,2021/05/02 21:40:00+00,10.2,,NHNEC,,,,2021/05/11 15:12:42+00,,,,,Human,Debris/Open Burning,Field Burning,,S4210,2021/05/02 21:04:00+00,,2021/05/03 13:41:00+00,,,,,,,EACC,,,,,,Maple Fire,,WF,FI,,,,2021/05/02 21:04:59+00,{1CBB179E-0674-4FEB-A5F0-703C7D0C2115},1,0,0,,,,,210002915,,,,York,NHNEC,23031,SFS,MEMES,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,Timber,TL4,,,,2021-MEMES-210002915,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/05/11 15:12:43+00,2021/05/02 21:23:21+00,{1B472229-A672-4344-8A22-9744670654FE},0.0108398560569561,-4.66835000001058e-06
10652,DRL,Wildfire Daily Fire Perimeter,Hand Sketch,0.5,2021/05/11 16:51:32+00,2021/05/11 17:00:07+00,2021/05/11 05:15:08+00,0.291997717136305,{E0BE9B1C-1462-4C6B-A5B1-2BE87C1816B5},2021 NIFS,,DEFAULT,0.1,2021/05/11 00:59:59+00,2021/05/11 01:10:00+00,0.3,0.5,MNMNCC,,,,,,,,,Undetermined,Undetermined,,,,2021/05/11 00:40:08+00,,2021/05/11 14:45:00+00,,,,,,,EACC,,,,,,DRL,,WF,FI,,,,2021/05/11 00:55:00+00,{2E9242CC-5732-48A0-B81D-C57493D4DA62},,0,,,,,,261004,,,,Koochiching,MNMNCC,27071,,,,Private,Private,,,,,,,EA01,DNR,MNMNS,US-MN,Grass,GR5,,,,2021-MNMNS-261004,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/06/07 19:16:13+00,2021/05/11 16:51:22+00,{DA482006-04A5-4278-BE4F-9CE430633641},0.00338803750963101,-1.43482616533257e-07
10653,St. Louis River Road,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/05/10 21:12:17+00,2021/05/11 17:49:49+00,2021/05/09 21:49:59+00,0.0405986696173915,{7378B155-2B83-439D-AD55-B7EA6E186663},2021 NIFS,,DEFAULT,,2021/05/09 17:03:59+00,2021/05/09 17:35:00+00,0.1,,MNMNCC,,,,2021/05/11 17:35:59+00,,,,,Human,Debris/Open Burning,Barrel,N0MF,,2021/05/09 16:50:00+00,,2021/05/10 17:35:59+00,,,,,,,EACC,,,,,,St. Louis River Road,,WF,FI,,,,2021/05/09 17:00:59+00,{1D2F5A1E-2C24-4A4D-A4CB-900BB9D109A5},1,0,,,,,,251040,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,Timber,,,,,2021-MNMNS-251040,No Decision,INFORM_Mobile,firecode,0,,,,IRWIN,,2021/05/11 17:48:38+00,2021/05/10 21:12:05+00,{81EF22A3-A248-4FED-97A7-F649772C3E65},0.000858092184888165,-1.93472858514578e-08
10654,Eskiminzin,Wildfire Daily Fire Perimeter,Image Interpretation,0.1,2021/05/04 22:57:20+00,2021/05/10 16:59:57+00,2021/05/10 04:14:36+00,647.117380683223,{5E305C0D-D76D-41F5-BE1D-6C0F70F63106},2021 NIFS,,DEFAULT,872.4134,2021/05/11 17:50:00+00,2021/05/11 17:50:00+00,850,0.1,AZPHC,55000,,,,Minimal,Smoldering,Backing,,Human,Other Human Cause,,NZ2M,,2021/04/29 23:13:59+00,Type 4 Incident,2021/05/11 17:50:00+00,0,100,0,0,PA,1522,SWCC,2021/05/04 00:00:00+00,2021/05/03 00:00:00+00,2021/05/04 00:00:00+00,F,Type 4 IC,Eskiminzin,8 miles East of Winkelman AZ,WF,FI,32.9555,-110.7208,50,2021/04/30 01:44:00+00,{9CA422A4-8EBE-4849-92C2-62EA369C7317},,0,1,0,0,1,0,000689,100,100,Winkelman,Pinal,AZPHC,04021,BIA,AZSCA,,BIA,Federal,,,,,,,SW06S,BIA,AZSCA,US-AZ,Grass-Shrub,GS2,Tall Grass (2.5 feet),Brush (2 feet),6,2021-AZSCA-000689,Approved Decision,wildcad,wildcad,0,Type 4 Incident,2021/05/04 22:52:58+00,,IRWIN,,2021/06/22 23:17:19+00,2021/04/30 13:09:33+00,{0A89F398-71D8-482A-B341-D2414EEF85E8},0.0855522144443377,-0.000252544753461339
10655,Diller,Wildfire Daily Fire Perimeter,Mixed Methods,2.41,2021/05/19 21:11:31+00,2021/05/19 21:11:31+00,,2.41398495480489,{DD595BA2-6618-49AD-B2F7-74D9D00C7045},FFP,,CERTIFIED,,2021/05/08 17:00:00+00,2021/05/13 21:45:00+00,3.5,1,CARICC,,,,2021/05/19 21:11:29+00,,,,,Human,Other Human Cause,Origin and/or cause not identified,N0GC,,2021/05/08 14:15:00+00,,2021/05/17 23:00:00+00,,,,,P5,0514,ONCC,,,,,,DILLER,,WF,FI,41.41183,-122.3301,,,{47C002CF-374A-4BC7-BE70-63360870F721},,0,0,0,0,1,,000552,,,,Siskiyou,CARICC,06093,,,,Private,Private,,,,,,,NC06,FS,CASHF,US-CA,Timber,TU5,,,,2021-CASHF-000552,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/19 21:11:29+00,2021/05/08 14:24:11+00,{70C9F140-2262-4770-9304-7046FE2E6D74},0.00788093009418794,-1.05204932701961e-06
10656,Bow,Wildfire Daily Fire Perimeter,GPS-Walked,,2021/05/11 18:41:31+00,2021/05/11 19:04:06+00,,0.0507725522616918,{0A0CED43-046A-4CFE-8D1C-1E7FC9384972},2021 NIFS,,CERTIFIED,0.1,2021/05/11 18:49:59+00,2021/05/11 18:49:59+00,0.1,0.1,MNMNCC,,,,2021/05/20 15:53:13+00,,,,,Human,Other Human Cause,,N0MJ,,2021/05/11 17:56:00+00,,2021/05/12 16:50:00+00,,,,,P9,0903,EACC,,,,,,Bow,,WF,FI,47.55121,-93.98375,0.1,2021/05/11 17:57:00+00,{2C2F24AB-47ED-488A-A083-0D878825631E},,0,1,1,1,1,,000168,,,,Itasca,MNMNCC,27061,FS,MNCPF,,BIA,Federal,,,,,,,EA01,FS,MNCPF,US-MN,Grass,GR1,,,,2021-MNCPF-000168,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/05/20 15:53:14+00,2021/05/11 18:40:44+00,{89A36698-33AB-4BF1-AD4F-E038B62EAC8A},0.000710788661102367,-2.45528486327907e-08
10657,OVERLOOK,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/17 13:27:57+00,2021/05/17 13:27:57+00,2021/05/11 20:57:23+00,40.1443389456802,{069C2D35-A587-446B-B713-689D11BABCBD},FFP,,CERTIFIED,,,,40,,SDGPC,,,,2021/05/17 13:27:54+00,,,,,Human,Incendiary,,NZ7V,,2021/05/01 20:56:00+00,,2021/05/06 21:30:00+00,,,,,,,RMCC,,,,,,OVERLOOK,,WF,FI,,,,2021/05/01 21:10:00+00,{C4B33C15-9179-4B2A-9D42-D05E5B7E3751},,0,0,0,1,0,,000017,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Slash,SB2,,,,2021-NEWIA-000017,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:27:56+00,2021/05/03 16:03:11+00,{3E3E0C1F-D7BC-4C60-B1C3-438B0B9D302B},0.0215504603828192,-1.77039360182219e-05
10658,RIDGE,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:27:09+00,2021/05/17 13:27:09+00,2021/04/05 02:05:00+00,52.5986145618532,{E62E1C76-C981-46C2-BB42-3DA1C03E4091},FFP,,CERTIFIED,,,,52.6,,SDGPC,,,,2021/05/17 13:27:09+00,,,,,Human,Debris/Open Burning,,NXR5,,2021/04/04 21:04:59+00,,2021/04/07 21:30:00+00,,,,,,,RMCC,,,,,,RIDGE,,WF,FI,,,,2021/04/04 21:14:59+00,{60904227-4A60-443C-8E11-492CFDD5DE15},,0,0,0,1,0,,000010,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Timber,TU2,,,,2021-NEWIA-000010,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:27:09+00,2021/04/05 23:22:37+00,{7558D9BE-25CA-49E2-B1C4-551164132783},0.0247685813296098,-2.31892754035713e-05
10659,PHONE,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:32:10+00,2021/05/17 13:32:10+00,2021/04/16 01:17:00+00,18.4587831616955,{6E63A39A-955A-4623-BC6D-208ACA83488D},FFP,,CERTIFIED,,,,18.5,,SDGPC,,,,2021/05/17 13:32:09+00,,,,,Human,Debris/Open Burning,,NYQ0,,2021/04/15 20:16:59+00,,2021/04/15 20:45:00+00,,,,,,,RMCC,,,,,,PHONE,,WF,FI,,,,2021/04/15 20:19:59+00,{BD754408-216F-4423-BB01-C82B44F6604D},,0,0,0,0,0,,000011,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Grass,GR2,,,,2021-NEWIA-000011,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:32:09+00,2021/04/16 13:43:56+00,{C0E909F1-18E1-4815-9B6F-4BA6BDE9BB86},0.011536225598403,-8.14042078839969e-06
10660,GRANT,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:51:57+00,2021/05/17 13:51:57+00,2021/04/26 08:03:59+00,0.0753310154711937,{A853D9A9-85EB-4BD5-A0D0-988E3F7E8338},FFP,,CERTIFIED,,,,0.1,,SDGPC,,,,2021/05/17 13:51:55+00,,,,,Human,Incendiary,,NZV0,,2021/04/26 03:04:00+00,,2021/04/27 21:30:00+00,,,,,,,RMCC,,,,,,GRANT,,WF,FI,,,,2021/04/26 03:04:59+00,{7BEFDCCD-098C-4B23-9F99-EDA0EA6973CD},,0,0,0,1,0,,000014,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Timber,TU2,,,,2021-NEWIA-000014,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:51:56+00,2021/04/27 21:40:10+00,{EF984A32-25D1-43CB-A9A8-A4B8C316F278},0.000739739021200376,-3.32504650801134e-08
10661,PATH,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:40:29+00,2021/05/17 13:40:29+00,2021/04/29 20:55:00+00,5.84090898765503,{AE44E043-6675-4609-B7E0-50C1C6A3858C},FFP,,CERTIFIED,,,,5.8,,SDGPC,,,,2021/05/17 13:40:27+00,,,,,Human,Incendiary,,NZ1J,,2021/04/29 15:55:00+00,,2021/04/29 16:20:00+00,,,,,,,RMCC,,,,,,PATH,,WF,FI,,,,2021/04/29 15:59:59+00,{98A6E9AD-87FE-4BBD-B88A-A391A660E3B4},,0,0,0,1,0,,000015,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Grass,GR2,,,,2021-NEWIA-000015,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:40:28+00,2021/04/29 19:24:35+00,{31420335-BC68-40C1-AF62-ECB6FD70E4AC},0.0106324811641518,-2.57347396588579e-06
10662,Slates Church Fire,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/11 21:25:26+00,2021/05/11 21:31:16+00,2021/05/11 21:25:26+00,1455.03318646085,{29E8EB30-6A4E-46E9-90F0-6704C81447CC},2021 NIFS,,DEFAULT,1455,,,1500,,NCNCC,12363.5,,,,Active,Running,,,Human,,,,,2021/05/02 18:00:00+00,Type 4 Incident,,0,100,0,0,,,SACC,2021/05/02 21:00:00+00,2021/05/02 18:00:00+00,2021/05/02 21:00:00+00,F,Type 4 IC,Slates Church Fire,"5 miles SW of Aberdeen, NC",WF,FI,,,,,{BA34B783-AB1A-4638-8B48-45236E30AD9F},,0,,,,,0,210015,100,100,Laurinburg,Scotland,NCNCC,37165,,,,Private,Private,,,,,,,SA32,DFR,NCNCS,US-NC,,,Timber (Grass and Understory),,15,2021-NCNCS-210015,No Decision,ics209,INFORM_Inspector,0,,,,IRWIN,,2021/05/11 21:31:16+00,2021/05/03 11:39:56+00,{26B401D1-184D-4150-B59D-144776BBBA99},0.102726663901663,-0.000581233672188584
10663,FISH,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:47:40+00,2021/05/17 13:47:40+00,2021/04/26 02:58:00+00,0.333522576120058,{11C2D162-9141-4410-8CA1-D00D74635668},FFP,,CERTIFIED,,,,0.3,,SDGPC,,,,2021/05/17 13:47:39+00,,,,,Human,Incendiary,,NZU9,,2021/04/25 21:58:00+00,,2021/04/27 21:30:00+00,,,,,,,RMCC,,,,,,FISH,,WF,FI,,,,2021/04/25 22:30:00+00,{DE797201-C6D2-4AF3-A5E8-64118DF603D7},,0,0,0,0,0,,000013,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Slash,SB2,,,,2021-NEWIA-000013,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:47:39+00,2021/04/27 21:32:06+00,{51FAC72D-A99E-46C7-8D76-0BCC575A5018},0.00162803491401985,-1.47268185296388e-07
10664,BADGER,Wildfire Daily Fire Perimeter,Hand Sketch,,2021/05/17 13:24:09+00,2021/05/17 13:24:09+00,2021/05/11 21:30:44+00,270.518010799645,{71CC207E-AAB3-4335-AF85-95E4A9C60F0F},FFP,,CERTIFIED,,,,271,,SDGPC,,,,2021/05/17 13:24:06+00,,,,,Human,Incendiary,,NZ7U,,2021/05/01 19:57:59+00,,2021/05/06 21:30:00+00,,,,,,,RMCC,,,,,,BADGER,,WF,FI,,,,2021/05/01 20:15:00+00,{C6593716-2641-4D1C-ACB6-CFE308E5506E},,0,0,0,1,0,,000016,,,,Thurston,SDGPC,31173,,,,Private,Private,,,,,,,RM62,BIA,NEWIA,US-NE,Slash,SB2,,,,2021-NEWIA-000016,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:24:07+00,2021/05/03 16:01:10+00,{BADE255F-B42B-4BEE-A438-D8E441C4DC78},0.04967098006092,-0.000119167701882008
10665,BIA 08-21,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:31:23+00,2021/05/17 13:31:23+00,2021/03/14 07:44:59+00,20.0797921392762,{D02091E4-747C-4339-9CBB-98B9BF44EABF},FFP,,CERTIFIED,,,,20.1,,SDGPC,,,,2021/05/17 13:31:22+00,,,,,Human,Camping,,NVP3,,2021/03/14 01:44:59+00,,2021/03/14 03:45:00+00,,,,,,,RMCC,,,,,,BIA 08-21,,WF,FI,,,,2021/03/14 01:50:00+00,{29872E87-0D96-499F-919A-5EF875625C89},,0,0,0,1,0,,000009,,,,Thurston,SDGPC,31173,,,,Private,Private,,,,,,,RM62,BIA,NEWIA,US-NE,Grass,GR3,,,,2021-NEWIA-000009,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:31:22+00,2021/03/18 21:38:40+00,{04593B7B-FF2E-402C-B986-95343B54207D},0.0165341452041974,-8.84221059534337e-06
10666,BIA 06-21,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:33:03+00,2021/05/17 13:33:03+00,2021/03/14 05:00:00+00,17.4250125779049,{4CACFC61-CB3D-4623-9A5D-DB8A6251BA9E},FFP,,CERTIFIED,,,,17.4,,SDGPC,,,,2021/05/17 13:32:59+00,,,,,Human,Incendiary,,NVN8,,2021/03/13 23:00:00+00,,2021/03/14 00:59:59+00,,,,,,,RMCC,,,,,,BIA 06-21,,WF,FI,,,,2021/03/13 23:15:00+00,{003F2082-8A72-492C-8EA8-C3E2074C9C4A},,0,0,0,1,0,,000007,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Grass,GR2,,,,2021-NEWIA-000007,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:33:01+00,2021/03/18 21:22:32+00,{AB3AB904-8D77-4143-B22B-DA8EC4984BF6},0.0159265275696546,-7.67880377706559e-06
10667,BIA 04-21,Wildfire Daily Fire Perimeter,Hand Sketch,1,2021/05/17 13:37:41+00,2021/05/17 13:37:41+00,2021/03/12 03:49:59+00,10.3456796194305,{5AA7ED7B-B908-4257-A495-8DA5F8B42A8B},FFP,,CERTIFIED,,,,10.3,,SDGPC,,,,2021/05/17 13:37:40+00,,,,,Human,Incendiary,,NVN6,,2021/03/11 21:49:59+00,,2021/03/11 23:50:00+00,,,,,,,RMCC,,,,,,BIA 04-21,,WF,FI,,,,2021/03/11 21:59:59+00,{032F76C6-7592-4522-AAA0-915E2BDB8DE1},,0,0,0,1,0,,000005,,,,Thurston,SDGPC,31173,BIA,NEWIA,,BIA,Federal,,,,,,,RM62,BIA,NEWIA,US-NE,Grass,GR2,,,,2021-NEWIA-000005,No Decision,firecode,INFORM_Inspector,0,,,,IRWIN,,2021/05/17 13:37:40+00,2021/03/18 20:59:49+00,{C885F8BF-41A5-4943-B170-2E91F665B43E},0.011665659387731,-4.55705028228115e-06
