OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,REPORT_AC,GIS_ACRES,OBJECTIVE,SHAPEAREA,SHAPELEN
21607,2020,CA,CDF,BEU,BITTERWATER,00002677,2020/06/07 00:00:00+00,2020/06/08 00:00:00+00,211,210.54370117,1,1313615.3749148,6469.82106209437
21608,2020,CA,CDF,BEU,BITTER,00002847,2020/06/16 00:00:00+00,2020/06/20 00:00:00+00,813,895.4050293,1,5605739.70646668,12797.6740050066
21609,2020,CA,CDF,BEU,HUNTER,00002957,2020/06/21 00:00:00+00,2020/06/25 00:00:00+00,195,194.55799866,1,1201839.69190399,6820.75933016889
21610,2020,CA,CCO,VNC,HOLSER,00066767,2020/08/17 00:00:00+00,2020/08/22 00:00:00+00,3000,2188.6340332,1,13059172.3181321,19186.829430932
21611,2020,CA,CCO,VNC,LIME,00045754,2020/06/10 00:00:00+00,2020/06/17 00:00:00+00,802,802.55371094,1,4788548.07131795,13860.1064982686
21612,2020,CA,CCO,VNC,ELIZABETH,00045530,2020/06/10 00:00:00+00,2020/06/13 00:00:00+00,,298.95968628,1,1778128.54673175,6564.64020702961
21613,2020,CA,CCO,VNC,PERKIN,00102739,2020/12/08 00:00:00+00,2020/12/11 00:00:00+00,50,39.82645035,1,236398.920964335,2695.47456641246
21614,2020,CA,CCO,VNC,MEDIO,00070334,2020/08/28 00:00:00+00,2020/08/28 00:00:00+00,10,16.06100082,1,95454.105648105,1272.47214888437
21615,2020,CA,CCO,VNC,KUEHNER,00053983,2020/07/07 00:00:00+00,2020/07/08 00:00:00+00,19.5,19.37548065,1,115102.85852474,1521.91181867431
21616,2020,CA,CDF,SCU,SCU COMPLEX,00005740,2020/08/16 00:00:00+00,2020/09/11 00:00:00+00,,396399,1,2545883718.99621,634336.338845704
21617,2020,CA,CDF,SCU,PARK,00004669,2020/07/04 00:00:00+00,2020/07/10 00:00:00+00,,343,1,2186240.56309016,7516.0446700779
21618,2020,CA,CDF,SCU,CREWS,00004686,2020/07/05 00:00:00+00,2020/07/15 00:00:00+00,,5513,1,35060829.4026663,45170.9785570482
21619,2020,CA,CDF,MVU,VOLCANO,00012575,2020/08/20 00:00:00+00,2020/08/22 00:00:00+00,45,46.38000107,1,270454.589677245,2163.21152725671
21620,2020,CA,CDF,MVU,BORDER 7,00008316,2020/06/11 00:00:00+00,2020/06/13 00:00:00+00,90,71,1,403717.045414575,2918.53237969221
21621,2020,CA,CDF,MVU,SKYLINE 3,00008307,2020/06/11 00:00:00+00,2020/06/14 00:00:00+00,100,79.94999695,1,458460.930099805,4983.22669018349
21622,2020,CA,CDF,MVU,WILLOWS,00019271,2020/12/02 00:00:00+00,2020/12/03 00:00:00+00,,58.15000153,1,333622.338603665,4342.90269666429
21623,2020,CA,CDF,MVU,BORDER 11,00011169,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,90,59.75999832,1,341525.93878957,4060.84130395772
21624,2020,CA,CDF,RRU,AIRPORT,00154602,2020/12/01 00:00:00+00,2020/12/13 00:00:00+00,1087,1085.69995117,1,6394320.5915473,21111.0757464788
21625,2020,CA,CDF,RRU,APPLE,00096640,2020/07/31 00:00:00+00,2020/08/09 00:00:00+00,,33209.30859375,1,196145745.088602,150101.100013714
21626,2020,CA,CDF,RRU,CASINO,00088099,2020/07/13 00:00:00+00,2020/07/13 00:00:00+00,88,91.57900238,1,534893.191134235,3965.86275362063
21627,2020,CA,CDF,RRU,INDIAN,00079585,2020/06/30 00:00:00+00,2020/06/30 00:00:00+00,59,59.73152161,1,349042.76308877,3773.59935199295
21628,2020,CA,CDF,RRU,SANDERSON,00160421,2020/12/13 00:00:00+00,2020/12/14 00:00:00+00,1954,1954.65100098,1,11511422.7613439,19690.7828535296
21629,2020,CA,CDF,RRU,SIERRA,00071265,2020/06/08 00:00:00+00,2020/06/08 00:00:00+00,,39.02222061,1,229655.7005342,6088.60631302779
21630,2020,CA,CDF,RRU,SKYLINE,00102838,2020/08/03 00:00:00+00,2020/08/16 00:00:00+00,30,47.93214035,1,281870.68807555,3076.17795093276
21631,2020,CA,CDF,RRU,TRIPP,00085986,2020/07/09 00:00:00+00,2020/07/09 00:00:00+00,30,29.49214935,1,172265.745263305,2363.20815712274
21632,2020,CA,CDF,RRU,WATER,00097597,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,60,36.02037811,1,212564.475541235,3032.66853725981
21633,2020,CA,CCO,LAC,EQUESTRIAN,00167541,2020/06/08 00:00:00+00,2020/06/09 00:00:00+00,85,83.61876678,1,499137.72458479,3815.29825199399
21634,2020,CA,CCO,LAC,VISTA,00172557,2020/06/12 00:00:00+00,2020/06/13 00:00:00+00,19,19.69775963,1,116613.93269006,1666.11983745101
21635,2020,CA,CCO,LAC,SOLEDAD,00197926,2020/07/05 00:00:00+00,2020/07/07 00:00:00+00,1525.3,1525.53527832,1,9101965.33712365,23117.5582573881
21636,2020,CA,CCO,LAC,RIDGE,00222638,2020/07/27 00:00:00+00,2020/07/28 00:00:00+00,320,320.83929443,1,1928676.70303585,12353.965925599
21637,2020,CA,CCO,LAC,CASTAIC,00228163,2020/08/01 00:00:00+00,2020/08/01 00:00:00+00,178,178.31158447,1,1066001.35223005,6079.35151358733
21638,2020,CA,CCO,LAC,PEAK,00238836,2020/08/11 00:00:00+00,2020/08/11 00:00:00+00,27.3,26.62678146,1,158196.200476645,1871.15478546849
21639,2020,CA,CCO,LAC,WEST,00181840,2020/06/21 00:00:00+00,2020/06/21 00:00:00+00,47,46.8375473,1,281528.85869285,2371.90873966243
21640,2020,CA,CCO,LAC,3 POINTS,00198047,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,11.78608799,1,70801.624155685,1043.0624991533
21641,2020,CA,USF,ANF,BOBCAT,00003687,2020/09/06 00:00:00+00,2020/10/19 00:00:00+00,115796,115997.9765625,1,690091830.297994,433313.073884386
21642,2020,CA,CCO,LAC,ROCK,00244876,2020/08/16 00:00:00+00,2020/08/16 00:00:00+00,92,93.8135376,1,555083.976648305,4348.26310529729
21643,2020,CA,CCO,LAC,JOHNSON,00259152,2020/08/28 00:00:00+00,2020/08/29 00:00:00+00,290,291.94924927,1,1750755.32212838,7290.87199217135
21644,2020,CA,CCO,LAC,QUAIL,00306071,2020/10/09 00:00:00+00,2020/10/09 00:00:00+00,13,12.85847378,1,77284.21890365,1617.63837654143
21645,2020,CA,CCO,LAC,RAYBURN,00252458,2020/08/22 00:00:00+00,2020/08/22 00:00:00+00,12.14,12.39057922,1,74128.74636011,1417.42955084438
21646,2020,CA,CCO,LAC,ACTON,00293564,2020/09/28 00:00:00+00,2020/09/28 00:00:00+00,2.51,13.84105587,1,82643.695913755,1485.44842318283
21647,2020,CA,CCO,LAC,SAN DIMAS,00355402,2020/11/06 00:00:00+00,2020/11/06 00:00:00+00,132,128.17086792,1,759180.56088612,3681.2580247186
21648,2020,CA,CDF,BEU,AIRLINE,00006361,2020/12/25 00:00:00+00,2020/12/25 00:00:00+00,62,62.40782928,1,388882.112229255,5360.40790457558
21649,2020,CA,CDF,LNU,HILL,00011673,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,140,139.1302948,1,934300.163228425,4013.69616507793
21650,2020,CA,CDF,LNU,BRIM,00011354,2020/07/19 00:00:00+00,2020/07/19 00:00:00+00,21,21.92457962,1,147766.675837985,2296.01738969672
21651,2020,CA,CDF,LNU,SITES,00012277,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,,569.51287842,1,3854750.7323815,8133.10536119741
21652,2020,CA,CDF,LNU,POPE,00017668,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,61,61.80012131,1,426249.76961176,3286.32629716689
21653,2020,CA,CDF,LNU,LYONS,00016978,2020/10/13 00:00:00+00,2020/10/13 00:00:00+00,25,25.58510971,1,172188.11622457,2419.23386339419
21654,2020,CA,CDF,LNU,SALT,00016501,2020/10/05 00:00:00+00,2020/10/05 00:00:00+00,,86.6633606,1,576695.60302657,4835.89632301988
21655,2020,CA,CDF,LNU,CATHOLIC,00014325,2020/09/01 00:00:00+00,2020/09/01 00:00:00+00,22,22.23489952,1,149261.95429451,1451.68020997334
21656,2020,CA,CDF,LNU,URSULINE,00015761,2020/09/21 00:00:00+00,2020/09/21 00:00:00+00,11,11.89887047,1,78948.84635394,1614.56973555935
21657,2020,CA,CDF,LNU,SIERRA,00007631,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,17,17.39076996,1,117854.626951175,1821.15477228573
21658,2020,CA,CDF,LNU,STAGE,00015702,2020/09/23 00:00:00+00,2020/09/23 00:00:00+00,26,26.56850052,1,174493.502226905,2879.02170806599
21659,2020,CA,CDF,LNU,INDIAN,00014015,2020/08/26 00:00:00+00,2020/08/26 00:00:00+00,20,20.42804909,1,137415.947142755,2058.55238679772
21660,2020,CA,CDF,LNU,KIRKLAND,00011819,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,21,21.01779938,1,138551.089586755,1836.36067023301
21661,2020,CA,CDF,LNU,PARISH,00009816,2020/06/27 00:00:00+00,2020/06/27 00:00:00+00,,57.63618851,1,377416.714675685,3209.25136076411
21662,2020,CA,CDF,LNU,CACHE,00010508,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,44,44.79924011,1,298307.84066484,2862.17747320451
21663,2020,CA,CDF,LNU,MOUNTAIN,00009134,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,28,28.20261955,1,185579.564551395,2577.97804934942
21664,2020,CA,CDF,LNU,MEYERS,00013481,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,,2360.24902344,1,15621426.321686,22388.5020060167
21665,2020,CA,CDF,LNU,WALLBRIDGE,00013407,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,,55208.890625,1,366514226.490753,157572.908253195
21666,2020,CA,CDF,LNU,HENNESSEY,00013337,2020/08/17 00:00:00+00,2020/09/16 00:00:00+00,305651,305351.59375,1,2027266568.25789,1008834.88444178
21667,2020,CA,CDF,LNU,GLASS,00015497,2020/09/27 00:00:00+00,2020/10/20 00:00:00+00,,67484.34375,1,447043238.763344,272074.173454455
21668,2020,CA,CDF,LNU,QUAIL,00008419,2020/06/06 00:00:00+00,2020/06/18 00:00:00+00,1837,1840.99804688,1,12174059.3285215,16855.2395454375
21669,2020,CA,CDF,LNU,LAKEVILLE,00008347,2020/06/05 00:00:00+00,2020/06/05 00:00:00+00,141,162.63780212,1,1048803.68014726,4456.87791628269
21670,2020,CA,CDF,LNU,DUNFIELD,00004174,2020/03/13 00:00:00+00,2020/03/13 00:00:00+00,19,21.91723061,1,150780.498731585,1856.85693245415
21671,2020,CA,CDF,LNU,SPANISH,00007631,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,19,17.29932976,1,115108.80803013,1342.05006595422
21672,2020,CA,CCO,MRN,DEVILS GULCH,00002033,2020/08/16 00:00:00+00,2020/08/16 00:00:00+00,17.2,16.94519806,1,110702.99065,2153.50282066674
21673,2020,CA,DOD,MCP,INDIA,00001474,2020/06/09 00:00:00+00,2020/06/14 00:00:00+00,1100,959.28210449,1,5579077.51517631,15945.7034434538
21674,2020,CA,USF,INF,IRIS,00001585,2020/07/21 00:00:00+00,2020/08/04 00:00:00+00,120,124.99820709,1,805416.40636575,10749.2026996525
21675,2020,CA,USF,MDF,DALTON ,00000498,2020/07/23 00:00:00+00,2020/08/15 00:00:00+00,1367,1367.07763672,1,9939544.86099645,23649.3972105377
21676,2020,CA,USF,MDF,ALLEN,00000470,2020/07/21 00:00:00+00,2020/08/27 00:00:00+00,1035,1034.79431152,1,7439245.4776589,19543.3077463494
21677,2020,CA,USF,INF,BEACH,00002140,2020/08/16 00:00:00+00,2020/08/27 00:00:00+00,3780,3668.42700195,1,23903367.5145031,33018.5212439841
21678,2020,CA,USF,TNF,LOYALTON,00001600,2020/08/14 00:00:00+00,2020/08/27 00:00:00+00,47029,46720.8828125,1,319860110.44354,132036.550481914
21679,2020,CA,USF,PNF,SHEEP,00001299,2020/08/17 00:00:00+00,2020/09/07 00:00:00+00,29570,29541.12109375,1,205912404.478943,123134.869784303
21680,2020,CA,USF,LPF,DOLAN,00002428,2020/08/18 00:00:00+00,2020/12/31 00:00:00+00,124924,124527.3125,1,772950527.937128,255261.397082978
21681,2020,CA,USF,KNF,FOX,00007241,2020/09/14 00:00:00+00,2020/09/28 00:00:00+00,2188,2027.5526123,1,14524107.9607057,35565.757507778
21682,2020,CA,USF,SQF,SHOTGUN,00002543,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,841,840.85028076,1,5256307.87243077,23325.4713102213
21683,2020,CA,USF,PNF,NORTH COMPLEX,00001302,2020/08/17 00:00:00+00,2020/12/03 00:00:00+00,318776,318776.6875,1,2183903306.79726,515161.140670897
21684,2020,CA,USF,SQF,CASTLE,00002541,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,174178,170647.84375,1,1063135639.87625,897716.760534131
21685,2020,CA,USF,ENF,FORK,00027219,2020/09/08 00:00:00+00,2020/11/08 00:00:00+00,1673,1668.44934082,1,11191288.7619659,27875.0337976376
21686,2020,CA,USF,LPF,COLEMAN,00003161,2020/10/18 00:00:00+00,2020/11/15 00:00:00+00,574,562.91351318,1,3497453.66323534,14566.2435184639
21687,2020,CA,USF,ENF,POINT,00032344,2020/10/26 00:00:00+00,2020/11/05 00:00:00+00,99,93.22415924,1,625576.954371565,5586.63644557121
21688,2020,CA,USF,SNF,CREEK,00001391,2020/09/04 00:00:00+00,2020/12/24 00:00:00+00,379895,379882.25,1,2435747263.7359,1030210.52228453
21690,2020,CA,USF,SHF,BALD,00001124,2020/07/28 00:00:00+00,2020/08/01 00:00:00+00,18,17.9240799,1,127838.6546974,1380.62054762254
21691,2020,CA,USF,SHF,BRIDGE,00001116,2020/07/27 00:00:00+00,2020/07/28 00:00:00+00,15,14.58705521,1,103093.44555454,1611.80841863847
21692,2020,CA,USF,PNF,IRON,00001284,2020/08/17 00:00:00+00,2020/08/22 00:00:00+00,45,37.90356064,1,262137.00348552,2710.7408853208
21693,2020,CA,USF,SNF,BULLFROG,00001402,2020/09/08 00:00:00+00,2020/11/09 00:00:00+00,1185,654.63952637,1,4175193.86125564,10191.6384606477
21694,2020,CA,USF,SHF,FLAT,00000910,2020/06/30 00:00:00+00,2020/08/22 00:00:00+00,62,62.0405426,1,438504.77510001,4750.31909226813
21695,2020,CA,USF,KNF,DEVIL,00007084,2020/09/09 00:00:00+00,,8857,8871.93261719,1,64904831.3029824,108856.594837796
21696,2020,CA,USF,PNF,DAVIS 3,00001529,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,11.1,11.43485546,1,78674.254870295,1866.90767195687
21697,2020,CA,USF,SHF,SPRING,00001270,2020/08/17 00:00:00+00,2020/08/27 00:00:00+00,230,228.83406067,1,1601273.64252313,5181.59324177591
21698,2020,CA,USF,SHF,PINE,00001120,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,11.5,11.31371498,1,80661.51055001,1486.61816908903
21699,2020,CA,USF,PNF,FEATHER,00001217,2020/08/13 00:00:00+00,2020/08/17 00:00:00+00,39,39.70480728,1,271903.385067205,5203.51892827039
21700,2020,CA,BIA,HIA,MP 21,00000046,2020/07/20 00:00:00+00,,100,93.04834747,1,665133.02956604,6223.19517535915
21701,2020,CA,USF,MNF,ROCKWELL,00000746,2020/08/16 00:00:00+00,,850,1438.9173584,1,9844396.27687684,12473.2655645653
21702,2020,CA,USF,SHF,GIBSON,00001029,2020/07/19 00:00:00+00,2020/07/20 00:00:00+00,42,41.67089844,1,296706.394132175,3394.08227206589
21703,2020,CA,USF,SHF,HOBO,00001376,2020/09/01 00:00:00+00,2020/09/10 00:00:00+00,413,413.52490234,1,2926304.90869135,10122.1959121153
21704,2020,CA,USF,SHF,HARRIS,00000545,2020/05/11 00:00:00+00,2020/05/11 00:00:00+00,10.5,10.61656189,1,76484.984449995,1092.24649005379
21705,2020,CA,USF,STF,QUARTER,00000970,2020/06/20 00:00:00+00,2020/07/02 00:00:00+00,9.7,11.58481407,1,75798.237437995,2009.12333860724
21706,2020,CA,USF,PNF,ADAMS,00000976,2020/07/26 00:00:00+00,2020/07/31 00:00:00+00,918,901.67236328,1,6213201.72239982,14572.3653122405
21707,2020,CA,USF,KNF,SLATER,00007035,2020/09/08 00:00:00+00,2020/12/12 00:00:00+00,157270,157429.765625,1,1152491340.1386,580102.551891584
21708,2020,CA,BIA,HIA,JONES POINT,00000068,2020/08/08 00:00:00+00,,137,136.59272766,1,972429.70563386,6422.52573767421
21709,2020,CA,USF,PNF,COPPER,00001331,2020/08/18 00:00:00+00,2020/08/22 00:00:00+00,50,54.70821381,1,379644.04733169,4405.75499743704
21710,2020,CA,USF,PNF,BIRD,00000895,2020/07/21 00:00:00+00,2020/07/23 00:00:00+00,25,25.04809761,1,173300.697310075,2078.42295438805
21711,2020,CA,USF,SHF,BROCK,00000699,2020/06/04 00:00:00+00,2020/06/06 00:00:00+00,15,14.98821831,1,106066.838436295,1875.80885942633
21712,2020,CA,USF,MNF,BASEBALL,00000144,2020/02/25 00:00:00+00,2020/03/03 00:00:00+00,211,215.52542114,1,1477447.49044998,7197.50481935019
21713,2020,CA,USF,LPF,RIDGE,00001476,2020/06/17 00:00:00+00,2020/06/20 00:00:00+00,83,82.71296692,1,511365.79853044,4049.04263830317
21714,2020,CA,USF,STF,BELL,00001581,2020/07/28 00:00:00+00,,49.5,44.90058136,1,294576.700820705,6226.61187716864
21715,2020,CA,USF,BDF,BROOK,00011349,2020/07/29 00:00:00+00,2020/08/01 00:00:00+00,185,183.2127533,1,1088039.60734086,7953.74230626562
21716,2020,CA,USF,ANF,LAKE,00003273,2020/08/12 00:00:00+00,2020/08/30 00:00:00+00,31089,30999.38671875,1,185934914.634278,117870.197834611
21717,2020,CA,USF,ANF,RANCH2,00003289,2020/08/13 00:00:00+00,2020/10/01 00:00:00+00,4237,4119.203125,1,24427703.4634201,36629.8506997743
21718,2020,CA,USF,CNF,VALLEY,00002833,2020/09/05 00:00:00+00,2020/09/24 00:00:00+00,16390,16389.52929688,1,94002680.7936983,112779.788219606
21719,2020,CA,USF,ANF,MARTINDALE,00003943,2020/09/28 00:00:00+00,2020/09/29 00:00:00+00,230,233.34515381,1,1395509.28664813,6201.77762495311
21720,2020,CA,USF,BDF,MOUNT R,00009765,2020/07/03 00:00:00+00,2020/07/06 00:00:00+00,63,61.77009964,1,366166.036204605,5096.23288234196
21721,2020,CA,USF,BDF,ADOBE,00006566,2020/05/07 00:00:00+00,2020/05/07 00:00:00+00,15,15.18357849,1,89918.672085615,1308.53025422691
21722,2020,CA,USF,BDF,KENWOOD,00011178,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,10,10.37326622,1,61594.258135745,996.947081591256
21723,2020,CA,USF,BDF,EASTON,00010757,2020/07/20 00:00:00+00,2020/07/21 00:00:00+00,56.8,56.79850006,1,336392.471551485,4628.90889870784
21724,2020,CA,USF,ANF,LAGO,00001463,2020/05/09 00:00:00+00,2020/05/09 00:00:00+00,21.5,16.89003944,1,101283.91465809,1364.39908963818
21725,2020,CA,NPS,MNP,BULL,00013423,2020/09/05 00:00:00+00,2020/09/05 00:00:00+00,14,14.08968639,1,86008.022396595,2031.57510937963
21727,2020,CA,CDF,CNF,SOUTH MAIN,00000562,2020/03/06 00:00:00+00,,13,13.00809288,1,76111.774631505,1663.42206613188
21728,2020,CA,USF,BDF,PITMAN,00020795,2020/12/26 00:00:00+00,2020/12/26 00:00:00+00,39.6,39.66624069,1,235298.976408255,3027.9581614876
21729,2020,CA,USF,LPF,GIFFORD ,00001329,2020/06/08 00:00:00+00,2020/06/10 00:00:00+00,16.8,16.80191231,1,101776.98260659,2249.64929078864
21730,2020,CA,USF,SNF,HOG,00000593,2020/06/12 00:00:00+00,2020/06/18 00:00:00+00,533,527.48773193,1,3342182.14191763,7973.11174545856
21731,2020,CA,USF,LNF,H - 8 WELL,00004096,2020/07/26 00:00:00+00,,61,60.99063492,1,430788.126680315,4679.54037264799
21732,2020,CA,USF,LNF,L-2 YELLOW,00004094,2020/07/26 00:00:00+00,,14.9,14.9040451,1,103355.972762865,1563.04515160319
21733,2020,CA,USF,ANF,DAM,00003063,2020/07/30 00:00:00+00,2020/10/01 00:00:00+00,,226.36575317,1,1341769.25717762,5915.38582674342
21734,2020,CA,USF,MDF,FLAT,00000522,2020/07/25 00:00:00+00,2020/08/06 00:00:00+00,14.77,13.64788532,1,99102.470392005,1682.47373211367
21735,2020,CA,USF,SNF,TRIMMER,00001160,2020/08/03 00:00:00+00,2020/09/01 00:00:00+00,600,593.86456299,1,3765339.02216315,10322.5348743455
21736,2020,CA,USF,TNF,BAKER,00000199,2020/03/03 00:00:00+00,2020/03/07 00:00:00+00,42,47.61828613,1,323691.37935014,3530.69830881269
21737,2020,CA,BLM,CDD,TRAMWAY,00009569,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,16,11.13794041,1,65508.15530179,2049.90030455768
21738,2020,CA,CDF,RRU,SNOW,00119353,2020/09/17 00:00:00+00,2020/09/24 00:00:00+00,6254,6253.43701172,1,36805044.7687931,48686.0783055628
21739,2020,CA,CDF,RRU,OAKS,00071224,2020/06/08 00:00:00+00,,16.6,16.56990814,1,97329.454922425,1567.89845930455
21740,2020,CA,USF,INF,PUMICE ,00001038,2020/06/15 00:00:00+00,2020/06/21 00:00:00+00,40,42.17404175,1,277498.144163685,3403.53085224519
21741,2020,CA,USF,MNF,NAIL,00000539,2020/07/07 00:00:00+00,2020/07/10 00:00:00+00,15,14.59023666,1,98873.720399865,1577.04139569105
21742,2020,CA,USF,KNF,LITTLE SODA,00005727,2020/07/28 00:00:00+00,,,53.08939743,1,388742.555617495,3858.94425291389
21743,2020,CA,USF,MNF,AUGUST COMPLEX FIRES,00008864,2020/08/16 00:00:00+00,2020/11/11 00:00:00+00,,1032699,1,7116307899.1239,1695542.55514709
21744,2020,CA,USF,LNF,STUMP,00004290,2020/08/01 00:00:00+00,2020/08/11 00:00:00+00,684,325.41217041,1,2269874.87500707,8490.00829749967
21745,2020,CA,CDF,LMU,HOG,00003874,2020/07/18 00:00:00+00,2020/08/28 00:00:00+00,9564,9566.35546875,1,66866941.2191269,85678.3440426157
21746,2020,CA,USF,TNF,ANTELOPE,00000141,2020/02/17 00:00:00+00,2020/02/18 00:00:00+00,,101.76651001,1,695930.95048499,4195.57608142484
21747,2020,CA,USF,SQF,FISH CREEK,00002565,2020/08/21 00:00:00+00,,29,29.78269577,1,184664.908599965,2783.08918050284
21748,2020,CA,USF,SRF,RED SALMON COMPLEX,00000643,2020/07/27 00:00:00+00,2020/11/19 00:00:00+00,142386,143836.328125,1,1026602327.56319,464942.025152139
21749,2020,CA,USF,LPF,33,00001105,2020/05/22 00:00:00+00,2020/05/24 00:00:00+00,33.62,33.6674614,1,202790.224834995,3052.42860726469
21750,2020,CA,CCO,LAC,ELSMERE,00230295,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,,159.20556641,1,947991.44799456,8008.78857369136
21751,2020,CA,USF,SQF,MESA,00003783,2020/01/21 00:00:00+00,,,100.55500031,1,617535.82700653,4212.91279396023
21752,2020,CA,USF,ANF,ROWHER,00002440,2020/07/01 00:00:00+00,2020/07/09 00:00:00+00,648,648.18084717,1,3876623.88425996,17177.2197756241
21753,2020,CA,USF,ANF,TEXAS,00003165,2020/08/06 00:00:00+00,2020/08/11 00:00:00+00,210,209.95069885,1,1253999.85411411,7050.44805899115
21754,2020,CA,USF,HTF,MURPHY,00030282,2020/06/15 00:00:00+00,2020/06/16 00:00:00+00,13.26,12.08647633,1,79680.17194828,2712.26919768953
21755,2020,CA,NPS,YNP,BLUEJAY,00000054,2020/07/25 00:00:00+00,2020/11/19 00:00:00+00,6922,6921.98730469,2,44992208.0476778,55875.1320954189
21756,2020,CA,NPS,BNP,CALDWELL,00000479,2020/07/22 00:00:00+00,2020/09/01 00:00:00+00,80859,81224.3671875,1,590731985.530573,236072.500286635
21757,2020,CA,NPS,MNP,DOME,00012356,2020/08/15 00:00:00+00,2020/09/12 00:00:00+00,43273,44211.0859375,1,269171466.526749,94295.139243738
21758,2020,CA,NPS,YNP,HORSE,00000089,2020/08/23 00:00:00+00,2020/11/19 00:00:00+00,30,30.19238091,2,195135.92835011,5326.92023739836
21759,2020,CA,NPS,MNP,IVANPAH,00009202,2020/06/22 00:00:00+00,2020/06/26 00:00:00+00,1088,1051.48156738,1,6385724.91522029,12295.6386609961
21760,2020,CA,NPS,KNP,MORAINE,00000091,2020/08/21 00:00:00+00,2020/12/29 00:00:00+00,1316,1316.03283691,1,8306597.40089544,15529.477408382
21761,2020,CA,NPS,YNP,NORTH WHIZZ DOME,00000092,2020/08/25 00:00:00+00,2020/11/19 00:00:00+00,,199.98155212,2,1301046.36129107,5300.89643217665
21762,2020,CA,NPS,KNP,RATTLESNAKE,00000080,2020/08/16 00:00:00+00,2020/12/28 00:00:00+00,8419,8422.83691406,2,52760004.8849225,142312.836653677
21763,2020,CA,NPS,CNP,SCORPION,00001216,2020/05/31 00:00:00+00,2020/06/05 00:00:00+00,1395,1320.7232666,1,7802740.03849984,28437.0637650171
21764,2020,CA,NPS,YNP,WOLF,00000075,2020/08/10 00:00:00+00,2020/11/19 00:00:00+00,2057,2057.28833008,2,13386476.6432187,23606.2877261782
